,unique,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean
1353,58Saarijärven kaupunkiSaarijärven perusopetuksen tutoropettajien toiminta,2,,,,,,,,,,,,1,,-0.7,0.0,0.0,-0.4666666666666666
1354,58Salon kaupunkiTutor opettajan osaamisen kehittämisen tukena,,,,,,,,,,,,1,,,0.0,0.0,0.0,0.0
1355,58Sastamalan kaupunkiSastamalan perusopetuksen tutoropettajien toiminta,,,1,,,,,,,,2,2,,,-0.1,0.6,0.1945503750121181,0.11333333333333336
1356,58Sauvon kuntaTutoropettajien toiminta,,,,,,,,,,,,1,,,-0.1,0.3,0.17320508075688773,0.05
1357,58Savitaipaleen kuntaTutoropettajan toiminta Savitaipaleella,,,2,,,,,,,,1,1,1,,-0.1,0.0,,-0.02
1358,"58Savonlinnan kaupunkiPeruskoulun Tutorit kentällä, Savonlinna 2017-2018",,,2,,,,,,,,,1,,,-0.2,0.6,0.25076420011657335,0.17
1359,58Seinäjoen kaupunkiTutoropettajilla opstaitureita,,,,,,,,,,,,1,,,-0.1,0.8,0.4203173404306164,0.35
1360,58Sievin kuntaOpsin osaamisverkosto,,,,,,,,,,,1,2,,,0.0,0.4,0.21213203435596428,0.08333333333333333
1361,58Siikajoen kuntaTutoropettajien toiminta,,,,,,,,,,,1,1,,,-0.1,0.1,0.08164965809277261,0.0
1362,58Siikalatvan kuntaSiikalatvan tutorit toimii ja verkostoituu,1,,,,,,,,,,,,,,0.6,0.6,0.0,0.6
1363,58Siilinjärven kuntaSiilinjärven peruskoulujen tutoropettajien toiminta,,,,,,,,,,,,1,,,0.0,0.4,0.17078251276599332,0.17500000000000002
1364,58Simon kuntaTutoropettajien toiminta,,,1,,,1,,,,,1,1,,,0.0,0.8,,0.25
1365,58Sipoon kuntaVertaistuella ja opettajien yhteistyöllä kohti uudenlaista koulua,,,3,,,,,,,,1,,,,0.0,0.6,,0.325
1366,58Siuntion kuntaMonipuolista tutorointia  koulujen arjessa ,1,,,,,,,,,,,,,,0.3,0.8,0.2217355782608345,0.625
1367,58Skolgarantiföreningen r.f.Tutorlärarverksamheten vid Svenska Privatskolan i Uleåborg,,,,,,1,,,,,,3,1,,0.0,0.6,0.07071067811865478,0.16999999999999998
1368,58Sodankylän kuntaTutor-tokka jutaa ympäri kyliä,,,,,,,,,,,,1,,,0.1,0.9,0.3209361307176243,0.34
1369,58Sonkajärven kuntaTutoropettajat uuden peruskoulun kehittäjinä,,,,,,,,,,,,1,,,0.0,0.5,0.2645751311064591,0.2
1370,58Sotkamon kuntaDIGATA - Digiaikaan tutoreiden avulla,,,1,,,,,,,,,,,,0.0,0.0,0.0,0.0
1371,58Sulkavan kuntaUusi peruskoulu -ohjelma Tutoropettajien toiminta,,,,,,,,,,,,2,,,-0.3,0.0,,-0.15
1372,58Suomalaisen Yhteiskoulun OsakeyhtiöOpettajien tuesta apua pedagogiseen kehittämiseen,,,,,,,,,,,,2,,,0.4,0.7,0.21213203435596426,0.575
1373,58Suomen AdventtikirkkoSuomen Adventtikirkon koulujen tutoropettajat ,,,1,,,,,,,,2,,2,,-0.1,0.3,,0.06000000000000001
1374,58Suonenjoen kaupunkiSuonenjoen digitutorit toiminnassa,,,1,,,,,,,,1,1,,,0.0,0.6,,0.2333333333333333
1375,58Sysmän kuntaKärkihanke 1 - hakuryhmä 2: Tutoropettajien toiminta,1,,,,,,,,,,,,,,0.0,0.0,,0.0
1376,58Säkylän kuntaTutor-opettaja perusopetuksen yksiköihin,,,,,,1,,,,,,,,,-0.8,0.7,0.4808846015417836,0.03749999999999999
1377,58Taipalsaaren kuntaTaipalsaaren tutoropettaja,,,,,,,,,,,,1,,,0.5,0.7,0.14142135623730948,0.6
1378,58Taivassalon kuntaVakka-Suomen opstutorit/Taivassalo,,,,,,,,,,,,1,,,-0.7,0.5,0.4415880433163923,1.1102230246251566e-17
1379,"58Tammelan kunta, sivistystoimiHakuryhmä 2 Tutoropettajien toiminta",,,,,,1,,,,,1,4,,,0.0,0.2,0.06139109507783856,0.09722222222222221
1380,58Tampereen Steiner-kouluyhdistys ryTopeto 2017-18,,,,,,,,,,,,1,,,0.0,0.0,0.0,0.0
1381,"58Tampereen kaupunki, Vapeha,Ilmiömäinen Tampere - tutoropettajat ",,,1,,,2,,,,,,5,1,,-0.3,0.9,0.22150530650883263,0.18955026455026458
1382,58Tampereen yliopiston normaalikouluMentOPE ,,,1,,,,,,,,1,1,,,0.0,0.2,,0.06666666666666667
1383,58Tervolan kuntaTervolan kunnan tutoropettajien toimintahanke,,,,,,,,,,,,1,,,0.0,0.0,0.0,0.0
1384,58Tervon kuntaDigiTutor 2017,,,,,,1,,,,,,,,,0.0,0.0,,0.0
1385,58Teuvan kunta/ sivistystoimiTeuvan tutor -toiminta,,,,,,,,,,,1,1,1,,-0.2,0.9,0.33395717487400134,0.18962962962962962
1386,58Toholammin kuntaTohoICT,,,,,,2,,,,,1,,,,-0.1,0.6,0.16184644546606256,0.11666666666666665
1387,"58Toivakan kuntaKärkihanke 1: hakuryhmä 2, Tutoropettajien toiminta",,,1,,,1,,,,,2,2,1,,-0.6,0.7,0.18336632656960697,0.09023809523809524
1388,58Tornion kaupunkiTornion kaupungin peruskoulujen tieto- ja viestintätekniikan tutor - ja samanaikaisopettajuuden kehittämishanke,,,,,,,,,,,,1,1,,0.0,0.9,0.6363961030678927,0.42500000000000004
1389,58Turun Seudun Steinerkouluyhdistys ry.Uusi peruskoulu- ohjelma,,,,,,1,,,,,,,,,0.0,0.3,0.12583057392117916,0.125
1390,"58Turun kaupunki, sivistystoimialaTutor Aboensis - Turun uuden perusopetuksen tutoropettajat",,,1,,,,,,,,2,,,,0.0,0.0,,0.0
1391,"58Turun yliopisto, kasvatustieteen tiedekunta (Turun ja Rauman normaalikoulut)Tutoropettajien toiminta",,,,,,,,,,,,1,,,0.0,0.9,0.4509249752822894,0.43333333333333335
1392,58Tuusniemen kuntaTutoropettajien toiminta,,,,,,,,,,,1,1,1,,-0.1,0.9,0.27043301565037836,0.25
1393,58Tuusulan kuntaTutoropettajien toiminta,,,,,,,,,,,,2,,,-0.1,0.4,0.17728105208558367,0.05000000000000001
1394,58Tyrnävän kuntaOivaltavaa oppimista Tyrnävällä,,,,,,,,,,,2,,,,0.0,0.0,,0.0
1395,58Ulvilan kaupunkiTutoropettaja Ulvilan peruskouluihin,1,,,,,,,,,,,,,,0.0,0.0,,0.0
1396,58Understödsföreningen för Rudolf Steiner skolan i Helsingfors r.f.Tutorlärarnas verksamhet,,,1,,,,,,,,1,1,,,0.1,0.3,,0.19999999999999998
1397,58Urjalan kuntaPirkanmaan tutoropettajat (Urjala),,,,,,,,,,,1,,1,,-0.6,0.3,0.6363961030678927,-0.075
1398,58Utajärven kunta#turvaatutoreista,,,1,,,,,,,,1,,1,,0.0,0.4,0.28284271247461906,0.13333333333333333
1399,"58Uudenkaupungin kaupunki, SivistyspalvelukeskusVakka-Suomen opstutorit / Uusikaupunki",,,,,,,,,,,,1,,,0.0,0.4,0.17078251276599332,0.22500000000000006
1400,58Uuraisten kuntaUuraisten kunnan yutoropettajatoiminnan käynnistäminen ja vakiinnuttaminent,,,,,,,,,,,,1,,,0.0,0.0,,0.0
1401,58Vaalan kuntaTutoropettajien toiminta Vaalassa,,,,,,,,,,,,1,,,0.0,0.6,0.20354009783964302,0.21428571428571436
1402,58Vaasan kaupungin sivistystoimiKoulujen ProKehittäjät,,,,,,1,,,,,,1,,,0.1,0.4,0.21213203435596428,0.175
1403,58Valkeakosken kaupunkiValkeakosken tutoropettajat 2017-2018,,,1,,,,,,,,2,1,,,-0.1,0.8,0.1686654957812562,0.35
1404,58Valkealan kristillisen kansanopiston kannatusyhdistys ryDigitutor ja Valkealan opisto,,,,,,,,,,,,1,,,-0.1,0.2,0.1527525231651947,0.03333333333333333
1405,58Vantaan kaupunkiTutoropettajien toiminta,,,2,,,,,,,,,1,1,,-0.1,0.0,,-0.025
1406,58Varkauden kaupunki sivistyspalvelutTutor-opettajien toiminta,,,,,,,,,,,,1,,,-0.1,0.4,0.16903085094570333,0.1
1407,58Vasa övningsskolaTutorlärarnas verksamhet,,,,,,,,,,,1,2,1,,-0.2,0.9,0.38850121248038927,0.45416666666666666
1408,"58Vehmaan kunta , koulutoimiVakka-Suomen opstutorit/ Vehmaa",,,,,,1,,,,,,,,,0.8,0.8,,0.8
1409,58Vesannon yhtenäiskouluOPS2016 todeksi.,1,,,,,,,,,,,,,,0.2,0.5,0.21213203435596426,0.35
1410,58Vesilahden kuntaTutoropettajien toiminta Vesilahdessa,,,,,,,,,,,1,1,,,0.0,0.9,0.47095057469914103,0.35833333333333334
1411,58Vetelin kuntaVETO,,,,,,,,,,,,1,,,0.0,0.6,0.34641016151377546,0.2
1412,58Vieremän kuntaDIGIKAMU,,,,,,,,,,,1,,,,0.1,0.1,,0.1
1413,58Vihdin kuntaKetterät tutorit uutta opsia jalkauttamaan,,,,,,,,,,,,1,1,,-0.8,0.9,0.5549774770204643,0.15000000000000002
1414,"58Virtain kaupunkiTutorit tukena - uutta luoden, yhdessä tehden kohti avointa toimintakulttuuria",,,,,,,,,,,,3,,,0.0,0.8,0.3304037933599835,0.15833333333333335
1415,58Vörå kommunTutorlärarnas verksamhet,,,1,,,,,,,,,1,,,0.2,0.6,,0.4
1416,"58Ylitornion kunta, sivistystoimiTutoropettajien toiminta",,,,,,,,,,,1,,1,,0.0,0.3,0.1414213562373095,0.1
1417,58Ylivieskan kaupunkiYlivieskan digitutoritoiminta – Osaaminen jakoon,,,1,,,,,,,,,2,2,,0.0,0.4,0.0,0.08
1418,58Ylöjärven kaupunkiTutoropettajat pedagogisina kehittäjinä,,,1,,,,,,,,,1,,,-0.3,0.1,,-0.09999999999999999
1419,58Ähtärin kaupunkiVirtaa opetukseen! ,1,,,,,,,,,,,,,,-0.8,-0.1,0.4949747468305833,-0.45
1420,58Äänekosken kaupunkiÄänekosken opetuspalveluiden tutor-opettajien toimintahanke,1,,,,,,,,,,,,,,-0.1,0.8,0.3453776401067595,0.3250000000000001
1421,59Akaan kaupunki Digiajan ajattelijat,,,2,,,2,,,,,,3,2,,-0.7,0.8,0.2293191784478889,0.10500000000000001
1422,59Borgå stadMervärde för matematik och modersmål,,,,,,1,,,,,1,3,1,,-0.7,0.8,0.2954749337139243,0.08546296296296296
1423,59Englantilainen kouluAjattelun kolme ulottuvuutta - 3 Dimensions of Thinking,,,1,,,2,,,,,3,1,1,,0.0,0.1,,0.025
1424,59Espoon Steinerkoulun kannatusyhdistys ry HyMy - hyvinvoinvoivan ja myötätuntoisen koulukulttuurin kehittmishanke,,,1,,,,,,,,,1,,,0.0,0.5,0.08944271909999159,0.22
1425,59Espoon kristillisen koulun kannatusyhdistys ryPänttäyksestä printtaukseen - 3D-tulostuksen ja robotiikan uutta pedagogiikkaa perusopetukseen,,,1,,,9,,,,,2,1,1,,-0.9,0.9,0.29829886769224034,0.1288888888888889
1426,59Grankulla kultur- och utbildningstjänster3D skriver framtiden,,,1,,,,,,,,,1,1,,0.0,0.8,0.30142480313539144,0.2388888888888889
1427,59Helsingin Rudolf Steiner -koulun kannatusyhdistys ryPuutarhassa opettamisen taitoja opettajille,,,1,,,,,,,,,2,,,0.0,0.6,0.182872778912699,0.21984126984126987
1428,"59Helsingin kaupunki, OpetusvirastoInno – innovatiivisten oppimisympäristöjen ja pedagogisen toimintakulttuurin kehittäminen kokeiluilla",2,,,,,1,,,,,1,8,,,-0.7,0.7,0.23876129579816105,0.05230158730158729
1429,"59Itä-Suomen yliopisto, Joensuun normaalikouluMuuttuvat tilat — Muuttuva pedagogiikka",,,3,,,,,,,,,,,,-0.1,0.2,0.14142135623730953,0.03333333333333333
1430,"59Itä-Suomen yliopisto, Joensuun normaalikouluTieto- ja viestintäteknologian ankkurointia ilmiöpohjaiseen oppimiseen alkuopetuksessa - 1-2 luokan oppilaat oman oppimisen tutkijoina ",,,1,,,2,,,,,3,1,3,,0.0,0.9,0.26448412380711944,0.13499999999999998
1431,59Kaarinan kaupunkiIhan pihalla! - oppilaat ympäristön tutkijoina,,,4,,,1,,,,,6,1,2,,-0.4,0.8,0.1623413978749894,0.06836734693877551
1432,59Kangasalan kuntaOppilaiden osallistaminen kolmen TVT-projektin kautta,,,,,,,,,,,1,2,,,-0.1,0.1,0.057735026918962574,0.05555555555555556
1433,59Kuopion kaupunkiOsaavat opettajat - onnelliset oppijat,,,1,,,,,,,,1,3,2,,-0.5,0.5,0.22219601443879744,0.08214285714285716
1434,59Kuopion kaupunkiTeknoluokilta tulevaisuuden tekijöiksi,,,5,,,1,,,,,,3,,,0.0,0.5,,0.16666666666666669
1435,59Lapin yliopiston harjoittelukouluweLearn,,,,,,4,,,,,,1,,,0.0,0.9,0.2531838715411771,0.14666666666666667
1436,59Lappeenrannan kaupunki/ Saimaan mediakeskusVISIOT,,,3,,,,,,,,,12,3,,-0.1,0.4,0.0,0.05555555555555555
1437,59Lappeenrannan kaupunkiOppilaiden osallisuudesta johtajuuteen,,,,,,,,,,,3,1,,,0.0,0.0,,0.0
1438,59Lauttasaaren yhteiskouluMonialaiset opinnot ja digitaaliset ympäristöt urheilevan koululaisen hyvinvointia tukemassa,,,,,,,,,,,,,1,,0.0,0.0,,0.0
1439,59Mäntsälän kunta Mäntsälän malli-yrittäjyyskasvatuksen polku peruskouluun,,,,,,1,,,,,,1,1,,-0.2,0.5,0.15005214875605863,0.05380952380952383
1440,59Nokian kaupunkiOppimispolkuja Nokialla,,,1,,,,,,,,,1,,,-0.4,0.6,0.23225086686023422,0.12000000000000001
1441,59Nurmijärven kuntaKokeilukulttuuri ja tet 2.0,,,,,,,,,,,2,2,,,0.0,0.3,0.06829158558954739,0.052500000000000005
1442,59Närpes stadUppbyggnad av kartläggningsprogram för förberedande undervisning samt integrering efter den förberedande undervisningen,,,1,,,1,,,,,,,,,0.0,0.0,,0.0
1443,"59Oulun yliopisto, Oulun normaalikoulu ARVOT - Arvioinnilla oppimisen taitajaksi ",,,,,,1,,,,,,,,,0.0,0.0,,0.0
1444,59Sodankylän kuntaTehdään koulu yhdessä,,,,,,,,,,,11,,,,-0.3,0.2,0.040406101782088436,2.523234146875356e-18
1445,59Tampereen kaupunkiAivot liikkeelle!,,,3,,,,,,,,,,,,-0.1,0.5,0.3214550253664319,0.07777777777777778
1446,"59Turun kaupunki, sivistystoimiala (TOP-keskus)Uusi PaikkaOppi",,,1,,,,,,,,,,,,0.6,0.6,,0.6
1447,"59Turun kaupunki, sivistystoimialaDisco idipsum - yhdessä oppiminen",,,1,,,,,,,,2,1,,,-0.1,0.9,0.3656327640716069,0.35833333333333334
1448,"59Turun yliopisto, Kasvatustieteiden tiedekunta, Turun normaalikouluEducraftory - innostava ja rohkaiseva aktiivisen oppimisen laboratorio",,,,,,,,,,,,3,1,,0.0,0.8,0.26794494717703365,0.175
1449,59Viipurin Reaalikoulu Oy / Maunulan yhteiskouluOppimisympäristöt ilman rajoja,,,1,,,,,,,,,1,,,-0.1,0.1,0.07071067811865478,0.0
1450,"61Aikuis- ja täydennyskoulutuspalvelut AIKOPA, Kajaanin yliopistokeskus Johtamis- ja toimintakulttuurin kehittäminen",1,,,,,,,,,,,,,,-0.7,-0.7,,-0.7
1451,"61Aikuis- ja täydennyskoulutuspalvelut AIKOPA, Kajaanin yliopistokeskus Leikkikipinää!",1,,,,,,,,,,,,,,0.7,0.7,,0.7
1452,61Aikuis- ja täydennyskoulutuspalvelut AIKOPATyörauha kouluihin ja esiopetukseen,1,,,,,,,,,,,,,,0.0,0.0,,0.0
1453,61Amialife Oy Muistisairaan ihmisen hoitotyön vaikuttavat käytännöt:  tietoa ja pedagogisia välineitä opetukseen ja ohjaukseen,1,,,,,,,,,,,,,,0.4,0.5,0.07071067811865474,0.45
1454,61Ammattiopisto Spesia OyErityisesti erityisopettajille,2,,,,,,,,,,,,,,0.0,0.4,0.07071067811865478,0.225
1455,61Ammattiopisto Spesia OyHenkilökohtaistaminen ja erityinen tuki,2,,,,,,,,,,,,,,-0.8,0.6,0.3499607513315279,0.017857142857142856
1456,61Ammattiopisto Spesia OyNeuropsykiatrinen valmentaja 20 op,1,,,,,,,,,,,,,,0.1,0.1,,0.1
1457,61Ammattiopisto Spesia OyValmennan ja ohjaan nivelvaiheissa,1,,,,,,,,,,,,,,0.5,0.5,0.0,0.5
1458,61Axxell Utbildning AbEVÄITÄ MOPVAAN - maahanmuuttajien oppimisvalmiuksien kehittäminen ammatillisessa koulutuksessa,1,,,,,,,,,,,,,,-0.5,0.7,0.3620926830400072,0.08888888888888889
1459,61Axxell Utbildning AbTaitoavain,5,,,,,,,,,,,,,,-0.7,0.9,0.29524848835048856,0.045130138339920946
1460,61Bildningsalliansen rfFri bildning Digisporrar,1,,,,,,,,,,,,,,-0.5,-0.5,,-0.5
1461,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaEn för alla och alla för en - att stöda och handleda ungdomars välmående och motivation i skolan,1,,,,,,,,,,,,,,-0.3,0.8,0.3732100136460895,0.17500000000000002
1462,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaFlerspråkighetsdidaktik och interkulturell pedagogik,1,,,,,,,,,,,,,,0.0,0.7,0.2544836041121407,0.18571428571428567
1463,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaFramtidens informationskompetens,1,,,,,,,,,,,,,,-0.2,0.2,0.2081665999466133,0.03333333333333335
1464,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaKompetensutveckling inom yrkesutbildningen,1,,,,,,,,,,,,,,0.6,0.7,0.07071067811865474,0.6499999999999999
1465,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaLedarskap som medel för skolutveckling,2,,,,,,,,,,,,,,0.0,0.1,8.498374721940739e-18,0.05000000000000001
1466,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaLedning och utveckling inom småbarnspedagogik och förskola,1,,,,,,,,,,,,,,-0.4,0.9,0.3905461762576529,0.29
1467,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaMer än en berättelse!,1,,,,,,,,,,,,,,0.2,0.2,,0.2
1468,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaMot en ny småbarnspedagogik,2,,,,,,,,,,,,,,-0.5,0.8,0.3216384475210444,0.3202020202020202
1469,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaProgrammera mera - ProgPrep 2.0,1,,,,,,,,,,,,,,0.0,0.3,0.12583057392117916,0.125
1470,61Centret för livslångt lärande vid Åbo Akademi och yrkeshögskolan NoviaUpptäck helheter och sammanhang inom läroämnet omgivningslära,2,,,,,,,,,,,,,,-0.6,0.7,0.3933626746235305,0.12333333333333335
1471,61Diakonia-ammattikorkeakoulu OyMonikulttuurinen opetus ja ohjaus - aliedusteut ryhmät koulutuksessa,1,,,,,,,,,,,,,,0.2,0.4,0.14142135623730953,0.30000000000000004
1472,61Etelä-Pohjanmaan korkeakouluyhdistysRehtoreiden johtamiskoulutus,2,,,,,,,,,,,,,,0.0,0.6,0.22453527996105452,0.33
1473,61Finnoschool oyATLAS- tutkimusmatka maailmaan - kohti ilmiölähtöistä oppimista,1,,,,,,,,,,,,,,0.0,0.8,0.4358898943540673,0.3
1474,61HCI Productions OyRehtorit digitalisaation johdossa - DigiTuikku,2,,,,,,,,,,,,,,0.0,0.2,,0.1
1475,61Haaga-Helia Ammatillinen opettajakorkeakouluEsimiehestä valmentavaksi esimieheksi,1,,,,,,,,,,,,,,0.0,0.7,0.4041451884327381,0.4666666666666666
1476,61Haaga-Helia Ammatillinen opettajakorkeakouluIhmisoikeudet haltuun!,4,,,,,,,,,,,,,,-0.1,0.7,0.24743525042063214,0.09125
1477,61Haaga-Helia Ammatillinen opettajakorkeakouluKohti reformia,5,,,,,,,,,,,,,,0.0,0.8,0.27892082370583776,0.36
1478,61Haaga-Helia Ammatillinen opettajakorkeakouluOnnistu reformin johtajana,3,,,,,,,,,,,,,,0.0,0.7,0.2470940988562941,0.3499999999999999
1479,61Helsingfors universitets utbildnings- och utvecklingstjänster HY+De kompetensbaserade yrkesexamina,2,,,,,,,,,,,,,,-0.2,0.3,0.2516611478423583,0.016666666666666663
1480,61Helsingfors universitets utbildnings- och utvecklingstjänster HY+Den nya grundskolepedagogiken ,1,,,,,,,,,,,,,,0.6,0.6,,0.6
1481,61Helsingin kaupungin opetusvirastoLukion vertaistutorien koulutus,2,,,,,,,,,,,,,,-0.1,0.3,0.1561019345016514,0.0875
1482,"61Helsingin yliopisto, Koulutus- ja kehittämispalvelut HY+Hyvinvoiva lapsi ja nuori! Lasten ja nuorten tunne- ja tietoisuustaito-ohjaajakoulutus",1,,,,,,,,,,,,,,0.0,0.4,0.17078251276599332,0.22500000000000006
1483,"61Helsingin yliopisto, kasvatustieteellinen tiedekuntaVaativa erityinen tuki kehittyy Oulussa - Vatti K2O",1,,,,,,,,,,,,,,0.8,0.8,0.0,0.8
1484,61Helsingin yliopiston Koulutus- ja kehittämispalvelut HY+ Oy Nuorten  tietotyötaitojen ja digitaalisten taitojen tukeminen  ,1,,,,,,,,,,,,,,0.0,0.7,0.4949747468305832,0.35
1485,61Helsingin yliopiston Koulutus- ja kehittämispalvelut HY+Oppimisen ja opettajuuden muutos – positiivinen haaste pedagogiselle johtajuudelle,3,,,,,,,,,,,,,,0.1,0.6,0.17677669529663684,0.45
1486,"61Helsingin yliopiston koulutus ja kehittämispalvelut, HY+ OyRadikalisoituminen ja estremismi - syrjäytymisen ehkäisy kouluissa",4,,,,,,,,,,,,,,-0.1,0.8,0.21096462468934699,0.19166666666666665
1487,61Helsingin yliopiston koulutus- ja kehittämispalvelut HY+ OyMoninaisuuden rikkaus opetuksessa,1,,,,,,,,,,,,,,0.0,0.1,0.07071067811865478,0.05
1488,61Helsingin yliopiston koulutus- ja kehittämispalvelut HY+Oppimista ilmiöiden ja elämysten kautta,1,,,,,,,,,,,,,,0.0,0.0,,0.0
1489,61Helsingin yliopiston koulutus- ja kehittämispalvelut HY+Voimaa ohjaukseen ja opetukseen!,1,,,,,,,,,,,,,,0.1,0.2,0.07071067811865478,0.15000000000000002
1490,61Hengitysliitto ry / Ammattiopisto LuoviHyvä fiilis - tehdään yhdessä. Tunne ja vuorovaikutustaidoilla hyvinvointia ja turvallisuutta oppilaitoksiin,2,,,,,,,,,,,,,,-0.4,0.8,0.398327740429189,0.35
1491,61Hengitysliitto ry / Ammattiopisto LuoviSOS - Sujuva ohjaus ja siirtymät,3,,,,,,,,,,,,,,-0.8,0.8,0.4383914750077451,0.10416666666666667
1492,61Hämeen ammattikorkeakoulu OyAvaimia ohjaukseen - taitotreenit,2,,,,,,,,,,,,,,0.0,0.4,0.05000000000000004,0.25000000000000006
1493,61Hämeen ammattikorkeakoulu OyDigiErkka  ,1,,,,,,,,,,,,,,-0.1,0.8,0.4582575694955841,0.3
1494,61Hämeen ammattikorkeakoulu OyKohti reformia (Tutke 3),1,,,,,,,,,,,,,,0.1,0.6,0.3535533905932737,0.35
1495,61Hämeen ammattikorkeakoulu OyMocoma - Mooceista oma digipolku,1,,,,,,,,,,,,,,0.1,0.1,,0.1
1496,61Hämeen ammattikorkeakoulu OyTuunattuna tulevaan - hyvinvoivana muutoksessa,1,,,,,,,,,,,,,,0.0,0.8,0.4041451884327381,0.43333333333333335
1497,61Ilona IT OyMobiilitotaali 2 - MOTO,6,,,,,,,,,,,,,,-0.4,0.8,0.19915673250390045,0.12333333333333334
1498,61Ilona IT OyMobiilitotaali Ammatillinen (MOTO Amis),6,,,,,,,,,,,,,,0.0,0.7,0.31648187330595445,0.4183333333333333
1499,61Ilona IT OyMonialaisten osaamiskokonaisuuksien pedagogiikan kehittämis- ja arviontihanke - MOPE,2,,,,,,,,,,,,,,-0.1,0.5,0.19734103047361978,0.23015873015873017
1500,"61Itä-Suomen yliopisto / AducateLapsen ja nuoren voimavarojen, tunnetaitojen ja vuorovaikutustaitojen vahvistaminen ",2,,,,,,,,,,,,,,-0.2,0.9,0.43081178553615623,0.33333333333333337
1501,"61Itä-Suomen yliopisto, Koulutus- ja kehittämispalvelu AducateEnnakoiva johtaja (11 op)",3,,,,,,,,,,,,,,0.0,0.8,0.22678264120065486,0.17805555555555555
1502,"61Itä-Suomen yliopisto, Koulutus- ja kehittämispalvelu AducateUraohjaus – tukea työuralle suuntautumiseen",1,,,,,,,,,,,,,,0.3,0.4,0.07071067811865478,0.35
1503,"61Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu AducateKoulun ja kodin yhteistyö monikulttuurisessa ja –kielisessä toimintaympäristössä (10 op) ",3,,,,,,,,,,,,,,-0.3,0.5,0.16554864550185408,0.13333333333333333
1504,"61Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu AducateMaahanmuuttajien opinto- ja urapolkujen tukeminen ohjauksessa 10 op ",3,,,,,,,,,,,,,,-0.3,0.7,0.18307818511333848,0.05166666666666666
1505,"61Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu AducateTraumojen ja kriisien kohtaaminen maahanmuuttajataustaisten oppilaiden opetus- ja ohjaustyössä (8 op) ",3,,,,,,,,,,,,,,0.0,0.9,0.29164377983347173,0.2833333333333334
1506,"61Jyväskylän ammattikorkeakoulu, Ammatillinen opettajakorkeakouluTUNNE-, TURVA- JA SOSIAALISET TAIDOT OPPIMISEN, PITKÄJÄNTEISEN YHTEISTYÖN JA KOTOUTUMISEN TUKENA",2,,,,,,,,,,,,,,0.1,0.8,0.2886751345948129,0.5333333333333333
1507,"61Jyväskylän ammattikorkeakoulu, Ammatillinen opettajakorkeakouluVuorohoidon erityispiirteet varhaiskasvatuksessa ",4,,,,,,,,,,,,,,-0.6,0.6,0.2582559349648727,0.14708333333333334
1508,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluDigipedagogisen osaamisen valmennusohjelma",2,,,,,,,,,,,,,,0.0,0.4,0.125,0.11250000000000002
1509,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluKehity aikuispedagogiikan osaajana!",5,,,,,,,,,,,,,,-0.1,0.9,0.2344424704924347,0.24900000000000003
1510,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluKohti reformia (Tutke 3)",3,,,,,,,,,,,,,,-0.3,0.7,0.24631794473342805,0.19285714285714287
1511,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluMeininkiä ja menestystä menetelmillä",3,,,,,,,,,,,,,,0.0,0.7,0.1539600717839002,0.2333333333333333
1512,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluOpettaja uraohjaajana moninaistuvissa oppimisympäristöissä",1,,,,,,,,,,,,,,0.2,0.3,0.05773502691896256,0.25
1513,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluTukea tarvitsevat aikuiset ammatillisessa koulutuksessa",2,,,,,,,,,,,,,,0.0,0.7,0.32608063585637787,0.2875
1514,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluYhdessä turvallista ja yhteisöllistä oppilaitosta rakentamaan",2,,,,,,,,,,,,,,-0.2,0.7,0.1823458252881047,0.23
1515,"61Jyväskylän yliopisto, Koulutusjohtamisen instituuttiJohtajuus varhaiskasvatuksessa: koulutus varhaiskasvatuksen johtotehtävissä toimiville",4,,,,,,,,,,,,,,-0.1,0.8,0.27035559685878274,0.36000000000000004
