,unique,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean
582,"28Vanda stad, bildningsväsendetLearning by sharing",,,1,,,,,,,,,1,,,-0.5,0.8,0.2651756100440833,0.18181818181818182
583,"28Vantaan kaupunki, perusopetusKäsityön innovatiiviset oppimisympäristöt Vantaan perusopetuksessa",,,,,,1,,,,,1,,,,0.0,0.4,0.0,0.2
584,28Vantaan kaupunkiKulttuuritili eli Kultsi,,,3,,,,,,,,,,,,-0.4,0.3,0.15275252316519464,-0.011111111111111118
585,28Vantaan kaupunkiTulevaisuuden oppimistila - digioppimisen Living Lab,,,1,,,,,,,,,,1,,0.0,0.0,,0.0
586,28Viipurin Reaalikoulu oyLuova lukio - innovatiivisen oppimisen yhteisö,,,,,,1,,,,,5,3,1,,-0.1,0.9,0.25649329290645545,0.3499047619047619
587,28Ylivieskan kaupunkiJokiranta 360,2,,2,,,1,,,,,,,,,-0.1,0.2,,0.0
588,29Asikkalan kuntaLangattoman opiskeluympäristön luominen koulun sisätiloihin ,,,,,,,,,,,,2,1,,,,,
589,29Enontekiön kuntaValokuitua tunturikouluun Kilpisjärvelle,1,,,,,,,,,,,,,,-0.1,-0.1,,-0.1
590,29Hangö stadTrådlösa skolor på udden,1,,,,,,,,,,,,,,0.0,0.0,,0.0
591,29Iisalmen kaupunkiVerkot vesille - Iisalmeen,,,,,,1,,,,,,,,,0.1,0.1,,0.1
592,29Ilmajoen kuntaEhjät verkot - kalaa tulee!,,,,,,,,,,,,1,,,0.0,0.8,0.5656854249492381,0.4
593,29Joensuun kaupunkiLAVENNUS – Langattomien verkkojen laajennus projekti,,,,,,1,,,,,,,,,0.0,0.5,0.3535533905932738,0.25
594,29Kajaanin kaupunkiKajaanin Tietosampo -langattomat verkot esiopetuksessa,,,,,,1,,,,,,1,,,0.0,0.2,0.09707481654243473,0.0880952380952381
595,29Karvian kuntaEsi- ja perusopetuksen tietoverkkojen hankinnat/ uusi yhtenäiskoulu,,,,,,,,,,,,1,,,0.3,0.3,,0.3
596,29Kiteen kaupunkiTvt -yhteisöllisyyden palvelijana,,,,,,1,,,,,,,,,0.2,0.2,,0.2
597,29Liedon kuntaTietoLieto,,,,,,,,,,,,,2,,0.0,0.3,,0.15
598,29Mikkelin kaupunki / sivistystoimiDigiloikka esiopetusta antavissa päiväkodeissa,1,,,,,,,,,,,,,,-0.5,0.1,0.3214550253664319,-0.13333333333333333
599,29Nokian kaupunkiInnoE-polku,1,,,,,,,,,,,,,,0.0,0.0,,0.0
600,29Rovaniemen Seudun Steiner-kouluyhdistys ryTurvallinen ja toimiva lähiverkko opetustoiminnan tueksi,,,,,,,,,,,,1,,,0.0,0.3,0.21213203435596426,0.15
601,29Ruskon kuntaVerkot kaikille,,,,,,,,,,,,,1,,0.0,0.1,0.07071067811865478,0.05
602,29Siilinjärven kuntaSiilinjärven langattoman kouluverkko,,,,,,,,,,,,1,,,0.0,0.0,,0.0
603,29Simon kuntaDigitalisaatio lähikouluperiaatteen turvana,,,,,,,,,,,,1,,,0.2,0.2,,0.2
604,29Siuntion kuntaSiuntion verkot,,,,,,3,,,,,,,,,0.0,0.0,,0.0
605,29Tyrnävän kuntaVerkot kuntoon,1,,,,,,,,,,,,,,-0.1,-0.1,,-0.1
606,29Uudenkaupungin kaupunkiEsi - ja perusopetuksen tiet overkkojen hankinnat,,,,,,1,,,,,,,,,0.4,0.4,,0.4
607,29Vörå kommunAnskaffning av datanät för förskola och skola 2016-2018,,,,,,,,,,,,1,2,,0.0,0.6,,0.2333333333333333
608,33Ammattienedistämislaitossäätiö AEL srTutkintokohtaiset aineistot ja materiaalit,,,,,,1,,,,,,,,,0.0,0.1,0.07071067811865478,0.05
609,33Hevosopisto OyHevostalouden valtakunnallisten tutkintomateriaalien päivittäminen,,,,,,1,,,,,,,,1,0.0,0.5,0.24130062775910432,0.18333333333333332
610,33KiipulasäätiöMyynnin ammattitutkinto selkosuomeksi,,,,,,,,,,,,,,1,0.0,0.0,,0.0
611,33Lahden Diakoniasäätiö / Lahden diakonian instituuttiNäyttötutkintoaineistojen kehittämishanke (AT),,,,,,2,,,,,,1,,,0.0,0.7,0.24071289045266828,0.10000000000000002
612,"33Vaasan Kaupunki / Vaasan aikuiskoulutuskeskusSahko_NET, Sähköalan näyttötutkintoaineistojen kehittäminen",,,,,,2,,,,,,,,,0.0,0.2,,0.1
613,34Ahlmanin koulun Säätiö SrAlkuperäiskarjan hoidon tuki,,,,,,,,,,,,1,,1,0.0,0.0,0.0,0.0
614,34Kajaanin kaupungin koulutusliikelaitos Kainuun ammattiopisto Alkuperäiskarjan hoidon tuki,,,,,,1,,,,,,1,,1,-0.1,0.4,0.07071067811865478,0.13333333333333333
615,35Ammattienedistämislaitossäätiö AEL srNäyttötutkintoaineistojen ylläpito ja päivitys,,,,,,,,,,,,1,,,0.0,0.8,0.4618802153517007,0.26666666666666666
616,"35Työtehoseura ryATO5 - Arviointitoiminnan yhtenäistäminen, parantaminen ja kehittäminen rakennustuotealalla ",,,,,,,,,,,,,,1,0.0,0.0,,0.0
617,"35Työtehoseura ryATO6 - Arviointitoiminnan yhtenäistäminen, parantaminen ja kehittäminen maarakennusalalla",,,,,,,,,,,,,,1,0.0,0.0,,0.0
618,37Espoon seudun koulutuskuntayhtymä OmniaHANAKO - Suomi ja Japani Network,,,,,,2,,,,,,6,,1,0.0,0.4,,0.15555555555555556
619,37Helsingin Diakonissalaitoksen säätiö/Helsingin DiakoniaopistoMinun maailmankansalaisuuspolkuni 2,,,,,,,,,1,,,2,,1,-0.1,0.2,0.1,0.05
620,37Helsinki Business College Oy / Suomen Liikemiesten KauppaopistoChiNet 2016-2017,,,,,,1,,,,,,,,1,0.0,0.1,,0.05
621,37Hengitysliitto ry/Ammattiopisto LuoviHenkilöstön kansainvälisyyspolku osaksi osaamisen kehittämistä,,,,,,1,,,,,,1,,,0.0,0.7,0.2,0.39999999999999997
622,37Jokilaaksojen koulutuskuntayhtymä/Ylivieskan ammattiopistoKam'oon China 9,,,,,,,,,,,,1,,3,0.0,0.4,,0.125
623,37Jyväskylän koulutuskuntayhtymäAmmatillisen koulutuksen Intia-verkosto,,,,,,,,,1,,,2,,,-0.2,0.4,,0.06666666666666667
624,37Kajaanin kaupungin koulutusliikelaitos Kainuun ammattiopistoKanada verkosto ,,,,,,,,,1,,,1,,,-0.2,0.7,,0.24999999999999997
625,37Keski-Uudenmaan koulutuskuntayhtymäAKKUNA17,,,,,,2,,,,,,,,,0.1,0.1,,0.1
626,37Korpisaaren säätiö / Etelä-Pohjanmaan opistoKAOS 2- Kansainvälisyydestä osaamista työelämään,,,,,,1,,,,,,1,,,-0.1,0.6,0.37859388972001823,0.3333333333333333
627,37Koulutuskeskus Salpaus - kuntayhtymäHULA 2 - Huippulaadulla asiakaspalvelun ja palvelualojen taitajaksi ,,,,,,,,,1,,,1,,1,-0.1,0.0,,-0.03333333333333333
628,37Kouvolan kaupunki/Kouvolan seudun ammattiopistoAmmattioppilaitosten Venäjä-verkoston joustavat opintopolut,,,,,,1,,,1,,,,,2,-0.3,0.1,,-0.049999999999999996
629,37OSEKK / OSAO / FINPECPotkua kotikansainvälistymiseen / OPH:n kansainvälisyysverkostohankkeiden internetsivut,,,,,,,,,,,,1,,2,0.0,0.7,,0.3
630,37Raision seudun koulutuskuntayhtymäThaiGO 3,,,,,,1,,,3,,,,,,0.0,0.1,,0.025
631,37Vaasan kaupunki / Vaasan ammattiopisto -Vasa yrkesinstitutEurooppalaiset opintopolut - facing the DIGI leap,,,,,,7,,,,,,2,,1,-0.4,0.9,0.07071067811865475,0.15
632,37Vantaan ammattiopisto VariaKorea Technet2 ,,,,,,3,,,,,,,,,0.0,0.1,,0.03333333333333333
633,40Alavuden kaupunkiPALAPELI - parempaa laatua ja pedagogiikkaa lisäten,3,,,,,,,,,,,,,,0.0,0.9,0.311787818151356,0.19444444444444445
634,40Esbo stadPå väg mot en lärande gemenskap,3,,,,,,,,,,,,,,0.0,0.8,0.2157742914677588,0.2614285714285715
635,"40Haapajärven kaupunkiKokeile, keksi, oivalla!",3,,,,,,,,,,,,,,0.0,0.0,,0.0
636,"40Haapaveden kaupunki, opetustoimiVarhaiskasvatus vauhtiin verkoston voimalla",3,,,,,,,,,,,,,,-0.6,0.9,0.3529005243399374,0.3504629629629629
637,"40Helsingfors stad, UtbildningsverketKänn teknologin! IKT som stöd för lärande och delaktighet i daghemmen",3,,,,,,,,,,,,,,-0.8,0.8,0.3747247014683473,0.2534090909090909
638,40Helsingin kaupunkiOivalluksia varhaiskasvatukseen!,3,,,,,,,,,,,,,,0.0,0.9,0.2395458942064803,0.2968253968253969
639,40Huittisten kaupunkiVarhaiskasvatuksen uusi toimintakultuuri - Ilo & Onni,3,,,,,,,,,,,,,,0.0,0.7,0.19711971193069777,0.27777777777777773
640,"40Hämeenlinnan kaupunkiUudet varhaiskasvatussuunnitelmat 2017 käyttöön Hattulassa, Hämeenlinnassa ja Janakkalassa ",3,,,,,,,,,,,,,,0.0,0.9,0.30508164059029724,0.425
641,40Iisalmen kaupunkiOsaamisella osallistumiseen,4,,,,,,,,,,,,,,0.0,0.8,0.17155006529203837,0.17916666666666664
642,40Imatran kaupunkiKohti uutta johtajuutta,4,,,,,,,,,,,,,,-0.7,0.9,0.3507736122135276,0.30952380952380953
643,40Jokioisten kunta Pedagogiikka vahvaksi -päivityshanke,3,,,,,,,,,,,,,,-0.6,0.9,0.43021600940638166,0.33583333333333326
644,40Jyväskylän kaupunki PETU - Pedagogisella tuunaamisella osallisuuden ja oppimisen iloa,4,,,,,,,,,,,,,,-0.1,0.8,0.3067206805534205,0.28312499999999996
645,40Järvi-Pohjanmaan sivistyspalvelutKasvatukselliset kahvilat,2,,,,,,,,,,,,,,-0.2,0.8,0.2516611478423583,0.17500000000000004
646,40Kajaanin kaupunki/sivistystoimiala/varhaiskasvatusVASU17 Osaksi arkea- Kajaanin malli ,3,,,,,,,,,,,,,,-0.3,0.6,0.15727267720752916,0.07222222222222223
647,40Kangasniemen kunta/VarhaiskasvatuspalvelutKangasniemen varhaiskasvatuksen palveluverkon uudistaminen ja pedagogiikan kehittäminen,3,,,,,,,,,,,,,,-0.4,0.9,0.3494913458781334,0.21925925925925926
648,40Kankaanpään kaupunkiPohjois-Satakunnan VASU 2017,3,,,,,,,,,,,,,,-0.3,0.9,0.222770231500806,0.4100000000000001
649,40Kannuksen kaupunkiMukana pienten askelissa,3,,,,,,,,,,,,,,-0.3,0.3,0.18856180831641267,4.625929269271485e-18
650,40Kauniaisten kaupunkiKauniaisten varhaiskasvatuksen kehittäminen,4,,,,,,,,,,,,,,-0.3,0.6,0.3223433341378839,0.23541666666666664
651,40Kaustisen kuntaAlueellisesti kehittyvä varhaiskasvatus,2,,,,,,,,,,,,,,0.0,0.9,0.2540826167337262,0.38125
652,40Kemin kaupunkiVasun toimeenpano ja arviointi,3,,,,,,,,,,,,,,0.0,0.3,0.1341640786499874,0.05333333333333334
653,40Kempeleen kuntaUudistuva varhaiskasvatus,2,,,,,,,,,,,,,,0.0,0.8,0.2268512500681396,0.5125
654,40Kimitoöns kommunDu med naturen (DuMeNa),5,,,,,,,,,,,,,,-0.2,0.9,0.32830558635903995,0.3280952380952381
655,40Kirkkonummen kuntaDiggaa mun digimatkaa - Digitaaliset portfoliot varhaiskasvatuksen pedagogisen toimintakulttuurin kehittämisessä,3,,,,,,,,,,,,,,-0.8,0.8,0.3184609804866408,0.1630952380952381
656,40Kokkolan kaupunkiVarhaiskasvatus yhteinen asiamme,2,,,,,,,,,,,,,,0.0,0.3,0.11724767803333391,0.16190476190476188
657,40Kontiolahden kuntaJoensuun seudun VASU2017-prosessi,3,,,,,,,,,,,,,,-0.2,0.7,0.25586135673381694,0.24833333333333332
658,"40Korsholms kommun""Ti arbeit pedagogiskt ilag"" - ett projekt för att skapa gemensamma dokumentationsmodeller och kvalitetskriterier för den småbarnspedagogiska verksamheten",1,,,,,,,,,,,,,,0.0,0.4,0.1834847859269718,0.11666666666666665
659,40Kouvolan kaupunki/ varhaiskasvatusKehittävä palaute varhaiskasvatuksessa,5,,,,,,,,,,,,,,0.0,0.7,0.19733673653474343,0.22866666666666666
660,40Kronoby kommunUtvecklande av småbarnspedagogiken i Jakobstadsregionen,2,,,,,,,,,,,,,,0.0,0.8,0.28547695689153835,0.32500000000000007
661,"40Kuopion kaupunki, Kasvun ja oppimisen palvelualue, Varhaiskasvatuspalvelut""Lähdetään löytämään"" -innostava arki varhaiskasvatuksessa",4,,,,,,,,,,,,,,0.0,0.4,0.14326482940062182,0.12416666666666668
662,40Kurikan kaupunki/varhaiskasvatusVAPEKO -varhaiskasvatuksen pedagogiikkaa kolmella tasolla,4,,,,,,,,,,,,,,-0.4,0.6,0.22375301960575883,0.2354166666666667
663,40Lahden kaupunkiYhteishanke kunnallisten varhaiskasvatuspalveluiden seudulliseksi kehittämiseksi,3,,,,,,,,,,,,,,-0.1,0.8,0.29287490528373344,0.27222222222222225
664,"40Laihian kuntaOravametsän hedelmä, Kyrönmaan hedelmä",4,,,,,,,,,,,,,,-0.2,0.8,0.29925203969003367,0.2384027777777778
665,40Laitilan kaupunkiLaitilan VARKE-hanke,3,,,,,,,,,,,,,,0.2,0.9,0.21213203435596426,0.5499999999999999
666,40Lappeenrannan kaupunki/varhaiskasvatusVasureivaus 2016-2017,3,,,,,,,,,,,,,,-0.5,0.6,0.28685307968481316,0.1019047619047619
667,40Lappträsk kommunHela Byns inlärningspark,1,,,,,,,,,,,,,,0.0,0.1,0.07071067811865478,0.05
668,40Lapuan kaupunkiPedagogiikan yhteisöllinen kehittäminen,3,,,,,,,,,,,,,,-0.1,0.8,0.3231589846921545,0.32222222222222224
669,40Laukaan kuntaMUUTOKSEN TUULISSA-toimintakulttuurin kehittäminen,3,,,,,,,,,,,,,,0.0,0.8,0.24717485391702002,0.47222222222222215
670,40Limingan kuntaUudistuva varhaiskasvatus Limingassa,2,,,,,,,,,,,,,,0.0,0.9,0.3238916299366502,0.3375
671,40Liperin kuntaToiminnallisen osallistumisen kehittäminen inklusiivisessa varhaiskasvatuksessa ,5,,,,,,,,,,,,,,-0.6,0.7,0.21614936151615902,0.18052380952380953
672,40Lumijoen kunta Uudistuva varhaiskasvatus-täydennyskoulutus ja kehittämishanke,3,,,,,,,,,,,,,,-0.2,0.9,0.3140518635049467,0.22870370370370371
673,40Luvian kuntaLasten ja vanhempien osallisuuden vahvistaminen varhaiskasvastuksessa,5,,,,,,,,,,,,,,-0.2,0.9,0.2393949537574726,0.4133333333333333
674,40Maija Rikberg Kotkan kaupunkiVuorovaikutuksellisen pienryhmätoiminnan vahvistaminen,3,,,,,,,,,,,,,,-0.4,0.8,0.3087985832060766,0.19074074074074077
675,40Malax KommunTILLSAMMANS - med småbarnspedagogiken i fokus,3,,,,,,,,,,,,,,0.0,0.9,0.2840225154159204,0.3224074074074074
676,40Muhoksen kuntaUudistuva varhaiskasvatus,3,,,,,,,,,,,,,,0.0,0.7,0.19817509106958756,0.24555555555555553
677,40Mänttä-Vilppulan kaupunkiYhdessä osallistuen,2,,,,,,,,,,,,,,0.0,0.9,0.20644041703660648,0.36333333333333334
678,"40Mäntyharjun kuntaPAOVA - Pedagogiikan, johtamisen, arvioinnin ja osallisuuden kehittämis- ja tutkimushanke varhaiskasvatuksessa",5,,,,,,,,,,,,,,-0.2,0.9,0.2778138536911823,0.20600000000000002
679,40Nakkilan kuntaNakkilan lasten kuperkeikka,6,,,,,,,,,,,,,,-0.7,0.9,0.3427810718210516,0.39444444444444454
680,40Nurmeksen kaupunkiYhdessä eheään varhaiskasvatukseen,4,,,,,,,,,,,,,,0.0,0.8,0.2387596064762686,0.2830555555555556
681,40Orimattilan kaupunki / varhaiskasvatusOrimattilan varhaiskasvatuksen pedagoginen kehittäminen,2,,,,,,,,,,,,,,0.0,0.9,0.30645623320183035,0.41000000000000003
682,40Oripään kunta/VarhaiskasvatusMinä oripääläinen,5,,,,,,,,,,,,,,-0.7,0.8,0.3691971579524278,0.07600000000000003
683,40Oulun kaupunkiUudistuva varhaiskasvatus Oulussa,5,,,,,,,,,,,,,,-0.2,0.8,0.1923732754809576,0.11781746031746032
684,40Pargas stad Närmiljön som lärmiljö,1,,,,,,,,,,,,,,0.0,0.4,0.16035674514745465,0.2285714285714286
685,40Parkanon kaupunkiVarhaiskasvatusta lapsen äänellä!,2,,,,,,,,,,,,,,-0.2,0.8,0.22044886259681765,0.4214285714285714
686,40Perhon kuntaTietoa ja taitoa varhaiskasvatukseen,3,,,,,,,,,,,,,,0.1,0.7,0.21213203435596426,0.45
687,40Porvoon kaupunkiOppivan yhteisön avaimet - Nycklarna till den lärande organisationen,3,,,,,,,,,,,,,,-0.2,0.8,0.23070123881989155,0.26611111111111113
688,40Raision kaupunkiVarhaiskasvatuksen laadun kehittäminen Raisiossa - tavoitteista arjen tekoihin,3,,,,,,,,,,,,,,0.0,0.2,0.03849001794597505,0.022222222222222227
689,40Raseborgs stadTillsammans med barnet!,2,,,,,,,,,,,,,,-0.2,0.7,0.21217498394786904,0.27291666666666664
690,"40Rauman kaupunki""Leikin voima"" - Pedagogiikan ja johtamisen kehittämishanke Rauman varhaiskasvatuksessa",2,,,,,,,,,,,,,,0.0,0.9,0.3526483146587035,0.4479166666666667
691,40Riihimäen kaupunkiKULTA TOIVO; Lasten kulttuuriset taustat toiminnan voimavarana varhaiskasvatuksessa.,4,,,,,,,,,,,,,,0.0,0.8,0.24630304605166511,0.253640873015873
692,40Ristijärven kuntaPedagogiikkaa pitäjän pirpanoille ja pirpanoiden paijaajille,4,,,,,,,,,,,,,,-0.4,0.9,0.3331058277282437,0.33999999999999997
693,40Rovaniemen kaupunki varhaiskasvatuspalvelutOsallistavalla johtajuudella pedagogiseen toimintaympäristöön,12,,,,,,,,,,,,,,-0.2,0.8,0.2531351199025146,0.08591269841269837
694,"40Ruokolahden kuntaVarhaiskasvatuksen kehittämishanke Parikkalassa, Rautjärvellä ja Ruokolahdella",3,,,,,,,,,,,,,,0.0,0.7,0.16737568526551916,0.27499999999999997
695,"40Savonlinnan kaupunkiPäiväkotien toimintakulttuurin kehittäminen, arviointi ja muuttaminen Savonlinna 2016-2017",2,,,,,,,,,,,,,,0.0,0.4,0.28284271247461906,0.2
696,"40Seinäjoen kaupunki, VarhaiskasvatusSeinäjoen kaupungin varhaiskasvatuksen oppimisympäristöjen, TVT- ja liikuntakasvatuksen kehittäminen",2,,,,,,,,,,,,,,-0.3,0.7,0.2595658518452145,0.28444444444444444
697,40Siuntion kunta / Sjundeå kommunVAIKUTTAVAN VARHAISKASVATUKSEN ASKELMERKIT -VARHAISKASVATUKSEN PEDAGOGISEN TOIMINTAKULTTUURIN KEHITTÄMINEN OPPIVAKSI JA OSALLISTAVAKSI YHTEISÖKSI LÄNSI-UUDENMAAN KUNNISSA 2016-2017,3,,,,,,,,,,,,,,-0.8,0.8,0.35793155528540826,0.08552188552188554
698,40Sodankylän kuntaOppimisympäristöjen kehittäminen ja pedagogisen kahvilatoiminnan perustaminen varhaiskasvatuksessa,2,,,,,,,,,,,,,,0.0,0.9,0.2810191954151804,0.265
699,40Sotkamon kunta / Sivistyspalvelut /VarhaiskasvatusKohti erinomaista pedagogista johtajuutta,3,,,,,,,,,,,,,,-0.2,0.8,0.3273868638481384,0.22916666666666666
700,40Suonenjoen kaupunkiToimiva lapsi – toimiva arki,6,,,,,,,,,,,,,,-0.7,0.9,0.4339128129563772,0.025952380952380966
701,40Taipalsaaren kuntaLänsi-Saimaan kuntien varhaiskasvatuksen pedagoginen kehittäminen,2,,,,,,,,,,,,,,-0.1,0.7,0.28451816662624857,0.21
702,40Taivalkosken kuntaUudistuva varhaiskasvatus -täydennyskoulutus-ja kehittämishanke,2,,,,,,,,,,,,,,-0.7,0.8,0.4745485347586621,0.23833333333333334
703,40Tammelan kuntaYhdessä OSALLISIKSI! Fokuksessa osallistavan toimintakulttuurin edistäminen paikallisessa varhaiskasvatussuunnitelmaprosessissa sekä pedagogian johtamisen tukeminen,3,,,,,,,,,,,,,,-0.1,0.7,0.2603281198357223,0.19696969696969693
704,"40Tampereen kaupunki, Varhaiskasvatus ja perusopetusVarhaiskasvatuksen oppivat yhteisöt ja seutukunta",2,,,,,,,,,,,,,,-0.1,0.9,0.31129523712354673,0.3232142857142857
705,40Toholammin kuntaDigiloikka Lampinraitilla,3,,,,,,,,,,,,,,0.1,0.9,0.2868983288810932,0.6666666666666666
706,40Turun kaupunkiPedagogiikan johtaminen varhaiskasvatuksessa,5,,,,,,,,,,,,,,-0.5,0.8,0.29080487760917373,0.24999999999999994
707,40TyrnäväVarhaiskasvatuksen pedagogiikan uudistaminen,3,,,,,,,,,,,,,,0.0,0.2,0.061700469398470056,0.020952380952380955
708,40Ulvilan kaupunkiPedagogisen johtajuuden ja tiimityön kautta kohti vahvaa arjen pedagogiikkaa,3,,,,,,,,,,,,,,0.0,0.9,0.34401370933632897,0.36944444444444446
709,40Utajärven kuntaVarhaiskasvatuksen kehittäminen,3,,,,,,,,,,,,,,-0.2,0.8,0.3143537389647173,0.2788888888888889
710,"40Uuraisten kuntaOsallisuutta pienestä pitäen Uuraisten varhaiskasvatuksessa - ""SALLI""-hanke",3,,,,,,,,,,,,,,0.0,0.7,0.1563361551210734,0.24444444444444444
711,"40Vaasan kaupunki, varhaiskasvatuksen tulosalueVarhaiskasvatuksen pedagogisen työn kehittäminen/ utvecklingsw av det pedagogiska arbetet inom småbarnspedagogiken",3,,,,,,,,,,,,,,0.0,0.7,0.23750960155938217,0.15252525252525254
712,"40Valkeakosken kaupunki/Valkeakoski-opistoYhdessä enemmän – seudullista varhaiskasvatuksen yhteistyötä, suunnittelussa ja arjen pedagogiikassa",2,,,,,,,,,,,,,,0.0,0.9,0.22807909305089935,0.2828571428571428
713,40Vantaan kaupunkiKohti uutta inklusiivista toimintakulttuuria,3,,,,,,,,,,,,,,-0.4,0.9,0.37744275737419747,0.33035714285714285
714,40Varkauden kaupunki / VarhaiskasvatusKultaVasu - Varkauden kaupungin varhaiskasvatuksen pedagoginen kehittäminen kulttuurin ja taiteen keinoin,3,,,,,,,,,,,,,,0.0,0.9,0.26178892907082996,0.3055555555555555
715,40Virtain kaupunkiEväät hyvään elämään,3,,,,,,,,,,,,,,0.0,0.0,,0.0
716,40Vörå kommunUtveckling av småbarnspedagogik,2,,,,,,,,,,,,,,0.0,0.7,0.1755942292142123,0.18333333333333335
717,40Ähtärin kaupunkiVarhaiskasvatuksen kehittäminen,2,,,,,,,,,,,,,,-0.1,0.7,0.2199082713575422,0.13068181818181818
718,41 Sibbo kommun/ Leppätien kouluParemmaksi yhdessä- yhtenäinen kielikylpypolku Sipoossa,,,,,,,,,,,,1,,,0.0,0.0,,0.0
719,41Paraisten kaupunkiKaksikielisyys näkyväksi koulujen yhteistyössä,,,,,,,,,,,,3,,,-0.2,0.5,,0.09999999999999999
720,"41Tampereen kaupunkiKieliä kehiin pienestä pitäen! Kielirikasteisen ja laajamittaisen, kaksikielisen opetuksen kehittämishanke.",,,,,,1,,,,,,1,,2,-0.3,0.4,0.22899596696911906,0.11666666666666667
721,41Turun normaalikouluCLIL liitoon!,,,,,,1,,,,,,2,,2,-0.1,0.7,0.2876444844270541,0.24499999999999997
722,42Alajärven kaupunkiSilta Japaniin - toinen vaihe,,,,,,,,,,,,1,,,-0.2,0.6,0.3723797345005052,0.16666666666666666
723,"42Asikkalan kunta, Vääksyn YhteiskouluKirjallisuutta yli ajan ja rajan",,,,,,,,,,,,1,,,-0.7,0.2,0.6363961030678927,-0.25
724,42Enontekiön kuntaTuntureiden lapset maailmalla ,,,,,,,,,,,,,,1,0.0,0.0,,0.0
725,"42Espoon kaupunki, Espoonlahden lukioPakolaisuus eurooppalaisena ilmiönä - turvapaikanhakijoiden ja suomalaisnuorten aidot kohtaamiset sekä suomalaisnuorten käsityksiä maahanmuutosta",,,,,,1,,,,,,,,1,0.1,0.2,,0.15000000000000002
726,"42Espoon kaupunki, Innokas-verkostoGlobal Innokas",,,,,,,,,,,,1,,1,0.0,0.2,,0.1
727,"42Espoon kaupunki, Latokasken kouluSuvaitsevaisuuden ja eri kulttuurien ymmärtämisen kehittäminen kotikansainvälisyyskasvatuksen kautta",,,,,,1,,,,,,,,,0.0,0.0,,0.0
728,42Gymnasiet Grankulla stadSharing knowledge - developing skills,,,,,,1,,,,,,,,2,-0.1,0.0,,-0.03333333333333333
729,"42Hangö stad, Hangö gymnasiumVårt germanska Europa",,,,,,1,,,,,,1,,2,0.0,0.2,,0.07500000000000001
730,42Helsingin Rudolf Steiner -koulun kannatusyhdistys ryKulturen kreuzen - Euroopan pakolaisvirta lukiolaisten silmin,,,,,,1,,,,,,,,,-0.8,0.9,0.8185352771872451,0.25
731,"42Hyvinkään kaupunki, Opetustoimi, Härkävehmaan kouluMaailmankansalaisen koulu",,,,,,,,,,,,,,3,0.0,0.0,,0.0
732,42Iisalmen kaupunkiRakennamme ystävyyttä,,,,,,4,,,,,,,,6,0.0,0.3,,0.09
733,42Joroisten kunta/lukioOsuuskunnat yrittäjyyskasvatuksessa Suomessa ja Italiassa,,,,,,,,,,,,1,,1,0.0,0.1,,0.05
734,42Juvan kuntaLEAF! - LEArning in Forests!,,,,,,1,,,2,,,,,2,-0.1,0.0,0.0,-0.04
735,42Jyväskylän koulutuskuntayhtymä/lukiokoulutusvaltakunnallinen CERN-tiedeopetusverkosto,,,,,,,,,1,,,,,1,0.0,0.0,,0.0
736,42Kajaanin kaupungin koulutusliikelaitosOsaajaksi kulttuurikasvatuksen avulla - aktiivinen lukiolainen luovana esimerkkinä ,,,,,,,,,,,,1,,,0.8,0.8,,0.8
737,42Karstulan kuntaMonipuolista kielitaitoa maaseudun nuorille,,,,,,,,,,,,1,,1,0.0,0.0,0.0,0.0
738,42Kaustisen musiikkilukioKaustinen-Johannesburg -soittosilta,,,,,,1,,,,,,,,,0.0,0.0,,0.0
739,42Keravan kaupunki Keravan ja Tuusulan koulut kansainvälistyvät ,,,,,,2,,,,,,,,,0.0,0.0,,0.0
740,"42Kouluyhdistys Pestalozzi Schulverein Skolföreningen rySaksan kieli, kansainvälisyys ja uudet opetussuunnitelmat käytännössä",,,,,,1,,,,,,,,,0.0,0.2,0.11547005383792518,0.06666666666666668
741,42Kuopion kaupunkiKansainvälistyminen osana uuden opetussuunnitelman pedagogiikkaa - Kiina-yhteistyön syventäminen,,,,,,,,,,,,1,,,0.3,0.3,,0.3
742,42Kvarnen samkommunMin berättelse - ett projekt för tolerans och medmänsklighet,,,,,,,,,,,,1,,,0.2,0.2,,0.2
743,"42Lappeenrannan kaupunki, Lappeenrannan Lyseon lukioLappeenranta meets India",,,,,,3,,,1,,,1,,1,-0.2,0.9,0.18131720278551544,0.053888888888888896
744,42Lappeenrannan kaupunkiKeski-Euroopan kieliä ja kulttuuria lukiossakin,,,,,,,,,1,,,,,,0.1,0.3,0.1414213562373095,0.2
745,42Lempäälän kuntaKiKuLi - Kieli ja kulttuuri liikkeelle,,,,,,2,,,,,,5,,,-0.3,0.9,0.3240109643550158,0.07857142857142856
746,42Lukioliikelaitos Tavastia/Koulutuskuntayhtymä TavastiaVesi ja luonto,,,,,,4,,,,,,,,1,-0.1,0.0,,-0.02
747,42Mänttä-Vilppulan sivistystoimiKulttuurikasvatussalkku,,,,,,1,,,,,,,,3,0.0,0.0,,0.0
