,unique,haku_id,osa_alue_id,osa_alue_nimi
1163,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaKompetensutveckling inom yrkesutbildningen,61,1,01 Varhaiskasvatus
1164,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaLedning och utveckling inom småbarnspedagogik och förskola,61,1,01 Varhaiskasvatus
1165,61Bildningsalliansen rfFri bildning Digisporrar,61,1,01 Varhaiskasvatus
1166,61Lapin yliopiston Koulutus- ja kehittämispalvelutAikuinen oppijana - Pedagogisen osaamisen kehittäminen vapaassa sivistystyössä,61,1,01 Varhaiskasvatus
1167,61Ammattiopisto Spesia OyNeuropsykiatrinen valmentaja 20 op,61,1,01 Varhaiskasvatus
1168,61Haaga-Helia Ammatillinen opettajakorkeakouluEsimiehestä valmentavaksi esimieheksi,61,1,01 Varhaiskasvatus
1169,"61Jyväskylän ammattikorkeakoulu, Ammatillinen opettajakorkeakouluVuorohoidon erityispiirteet varhaiskasvatuksessa ",61,1,01 Varhaiskasvatus
1170,61Kehitysvammaliitto ry / Elinikäisen oppimisen  yksikköHAUKI ON KALAsta digiaikaan!,61,1,01 Varhaiskasvatus
1171,61Aikuis- ja täydennyskoulutuspalvelut AIKOPATyörauha kouluihin ja esiopetukseen,61,1,01 Varhaiskasvatus
1172,61Metropolia ammattikorkeakoulu OyToiminnalliset menetelmät valmentavien ja valmistavien luokkien opetuksessa,61,1,01 Varhaiskasvatus
1173,61Pro Practica OyMajakka tuotteistaminen ja Iso Majakka,61,1,01 Varhaiskasvatus
1174,"61Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu AducateKoulun ja kodin yhteistyö monikulttuurisessa ja –kielisessä toimintaympäristössä (10 op) ",61,1,01 Varhaiskasvatus
1175,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluMeininkiä ja menestystä menetelmillä",61,1,01 Varhaiskasvatus
1176,61Metropolia Ammattikorkeakoulu OyVirtuaalimuskari - Opettajien digitaidot varhaisiän musiikkikasvatuksessa,61,1,01 Varhaiskasvatus
1177,61Suomen Kansanopistoyhdistys ryHyvä alku aikuisten perusopetukseen kansanopistoista - yhteisöllisyyttä ja kumppanuutta,61,1,01 Varhaiskasvatus
1178,61Suomen ympäristöopisto SYKLIILMIÖT IHMETELTÄVIKSI - Monialaista oppimista ulkona,61,1,01 Varhaiskasvatus
1179,61Metropolia Ammattikorkeakoulu OyDigitaalisen oppimateriaalin valmistus ja jakaminen verkossa,61,1,01 Varhaiskasvatus
1180,61Oulun ammattikorkeakoulu Oy/Ammatillinen opettajakorkeakouluKohti reformia (Tutke3),61,1,01 Varhaiskasvatus
1181,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluKohti reformia (Tutke 3)",61,1,01 Varhaiskasvatus
1182,61Ammattiopisto Spesia OyErityisesti erityisopettajille,61,1,01 Varhaiskasvatus
1183,61Tampereen ammattikorkeakoulu OyKohti aktivoivaa opetusta STEM-aineissa,61,1,01 Varhaiskasvatus
1184,61Ilona IT OyMobiilitotaali Ammatillinen (MOTO Amis),61,1,01 Varhaiskasvatus
1185,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluDigipedagogisen osaamisen valmennusohjelma",61,1,01 Varhaiskasvatus
1186,61Hämeen ammattikorkeakoulu OyTuunattuna tulevaan - hyvinvoivana muutoksessa,61,1,01 Varhaiskasvatus
1187,61Axxell Utbildning AbTaitoavain,61,1,01 Varhaiskasvatus
1188,61Amialife Oy Muistisairaan ihmisen hoitotyön vaikuttavat käytännöt:  tietoa ja pedagogisia välineitä opetukseen ja ohjaukseen,61,1,01 Varhaiskasvatus
1189,61Turun ammattikorkeakoulu OyVälineitä leikin arviointiin ja leikkitaitojen tukemiseen varhaiskasvatuksessa,61,1,01 Varhaiskasvatus
1190,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluKehity aikuispedagogiikan osaajana!",61,1,01 Varhaiskasvatus
1191,61Helsingin yliopiston koulutus- ja kehittämispalvelut HY+Voimaa ohjaukseen ja opetukseen!,61,1,01 Varhaiskasvatus
1192,61Oulun ammattikorkeakoulu Oy/Ammatillinen opettajakorkeakouluOsaOppi V - Digipedagogiikka osaamisperusteisen oppimisen tukena,61,1,01 Varhaiskasvatus
1193,"61Helsingin yliopisto, kasvatustieteellinen tiedekuntaVaativa erityinen tuki kehittyy Oulussa - Vatti K2O",61,1,01 Varhaiskasvatus
1194,"61Oulun yliopisto, Täydentävien opintojen keskus (TOPIK)Hyvä mieli, parempi koulu",61,1,01 Varhaiskasvatus
1195,61Suomen eOppimiskeskus ry (SeOppi)Oppimisanalytiikkaa opettajan arkeen,61,1,01 Varhaiskasvatus
1196,"61Suomen Kansanopistoyhdistys-Finlands Folkhögskolförening ryDigitaalisuus opistojen strategiaan, pedagogiikkaan ja käytäntöön -hanke",61,1,01 Varhaiskasvatus
1197,"61Niilo Mäki InstituuttiYhteisöllistä hyvinvointia, turvallisuutta ja pedagogista kehittymistä varhaiskasvatuksesta perusopetukseen",61,1,01 Varhaiskasvatus
1198,"61Jyväskylän yliopisto, Koulutusjohtamisen instituuttiJohtajuus varhaiskasvatuksessa: koulutus varhaiskasvatuksen johtotehtävissä toimiville",61,1,01 Varhaiskasvatus
1199,61Toimihenkilöjärjestöjen Opintoliitto ry/Helsingin aikuisopistoLuku- ja kirjoitustaidon opetus oppivelvollisuusiän ylittäneille,61,1,01 Varhaiskasvatus
1200,62Laukaan KuntaJopopedia,62,2,02 Esi- ja perusopetus
1201,62Pudasjärven kaupunkiJoposta joustoa koulupolulle,62,2,02 Esi- ja perusopetus
1202,62Hyvinkään kaupunkiJoustavasti yhdessä,62,2,02 Esi- ja perusopetus
1203,62Hämeenlinnan kaupunki / Hakkalan koulu ja Kaurialan kouluTÄHTI - jopo-toiminnan kehittämishanke Hämeessä,62,2,02 Esi- ja perusopetus
1204,62Lieksan kaupunkiJOPO-hanke,62,2,02 Esi- ja perusopetus
1205,62Rauman kaupunkiJOPO-toiminnan kehittäminen,62,2,02 Esi- ja perusopetus
1206,62Pälkäneen kuntaPirkanmaan parastajat - JOPO-toimijoiden verkostohanke,62,2,02 Esi- ja perusopetus
1207,62Pedersöre kommunFinn framtiden med Flex,62,2,02 Esi- ja perusopetus
1208,62Kouvolan kaupunkiJOPO-verkostosta voimaa,62,2,02 Esi- ja perusopetus
1209,62Helsingin kaupungin opetusvirastoJoustavan perusopetuksen kehittäminen,62,2,02 Esi- ja perusopetus
1210,62Sotkamon kuntaKainuun jopo-toiminnan kehittämishanke,62,2,02 Esi- ja perusopetus
1211,62Nakkilan kuntaJopon jälkeen toiselle asteelle,62,2,02 Esi- ja perusopetus
1212,62Kokkolan kaupunkiYhteistyöllä tuloksiin - JOPO-toiminta syrjäytymisen ehkäisijänä,62,2,02 Esi- ja perusopetus
1213,"62Vasa stad, svenskspråkig grundläggande utbildningIndividuella lärstigar för alla elever.",62,2,02 Esi- ja perusopetus
1214,78Suomi-Saksa Yhdistysten Liitto ryOppilasvaihto Suomi - Saksa - Suomi,78,6,06 Järjestötoiminta
1215,78Suomen VanhempainliittoKodin ja päiväkodin / koulun yhteistyön kehittäminen varhaiskasvatuksessa ja koulutuksessa / järjestöille myönnettävät avustukset,78,6,06 Järjestötoiminta
1216,78Suomen Ympäristökasvatuksen Seura ry (FEE Suomi)Vihreä lippu -ympäristökasvatusohjelma,78,6,06 Järjestötoiminta
1217,78Suomen Youth For Understanding r.ySuomalaisten vaihto-oppilaiden apurahat,78,6,06 Järjestötoiminta
1218,"78Suomen lasten ja nuorten kuvataidekoulujen liitto ry Taiteen perusopetuksen koulutus- ja tiedotustoiminta, pedagoginen ja muu kehittämistyö",78,6,06 Järjestötoiminta
1219,78Kesälukioseura ryKesälukiotoiminta,78,6,06 Järjestötoiminta
1220,78Kehittämiskeskus Opinkirjo ryNuorten parlamentti ja Tutki-Kokeile-Kehitä-toiminta,78,6,06 Järjestötoiminta
1221,78AFS Intercultural Programs Finland ryKansainvälinen vaihto-oppilasohjelma,78,6,06 Järjestötoiminta
1222,78Suomen leirikouluyhdistys - Lägerskolföreningen i Finland ryUlos luokasta! Leirikoululähettiläs-projekti,78,6,06 Järjestötoiminta
1223,81Kajaanin kaupungin koulutusliikelaitos Kainuun ammattiopistoAlkuperäiskarjan geenpankkitoiminta,81,4,04 Ammatillinen koulutus
1224,81Ahlmanin koulun Säätiö srAlkuperäiskarjan geenipankkitoiminta,81,4,04 Ammatillinen koulutus
1225,82Kvarnen Samkommun Science Expo,82,2,02 Esi- ja perusopetus
1226,82Otavan Opisto / Mikkelin kaupunkiPulssi – sykettä lukion arviointikulttuuriin,82,2,02 Esi- ja perusopetus
1227,"82Turun kaupunki, sivistystoimiala/lukiokoulutusTutoriaalinen oppimisympäristö lyhyen matematiikan opiskeluun",82,2,02 Esi- ja perusopetus
1228,"82Vanda stad, Svenskspråkiga resultatområdetHelsinge MakerSpace",82,2,02 Esi- ja perusopetus
1229,82Raseborg stadTeknikpoolen,82,2,02 Esi- ja perusopetus
1230,82Korsholms kommun/Korsholms gymnasiumKarriär2025,82,2,02 Esi- ja perusopetus
1231,82Kokkolan kaupunkiKielitaitoa työelämään ja kansainvälisyyteen,82,2,02 Esi- ja perusopetus
1232,82Kuopion kaupunkiGlobaali VR on osa lukiolaisen arkea,82,2,02 Esi- ja perusopetus
1233,"82Kuopion kaupunki, kasvun ja oppimisen palvelualueÄänimaailma ja monimediaisuus - oivalluksia oppimiseen alakoululaisille",82,2,02 Esi- ja perusopetus
1234,82Helsingin kaupunki opetusvirastoVärkkäämällä maailma haltuun- iloa ja innovointia oppimiseen,82,2,02 Esi- ja perusopetus
1235,82Kinnulan kuntaInnovatiivisten oppimisympäristöjen edistäminen esi-ja perusopetuksessa sekä lukiokoulutuksessa 2017,82,2,02 Esi- ja perusopetus
1236,"82Outokummun kaupunkiLearnLAB - uusi oppimisympäristö, uusi pedagogiikka",82,2,02 Esi- ja perusopetus
1237,82Staden JakobstadMinnovation lab,82,2,02 Esi- ja perusopetus
1238,82Touko Voutilaisen koulusäätiö / Eiran aikuislukioReaaliaineiden paja,82,2,02 Esi- ja perusopetus
1239,82Lempäälän kunta#IDEA2020,82,2,02 Esi- ja perusopetus
1240,"82Sotkamon kunta, Sotkamon lukioVerkostosta voimaa - muutoksesta mahdollisuus",82,2,02 Esi- ja perusopetus
1241,82Otavan Opisto / Mikkelin kaupunkiSantra - juttelubotti etäopiskelijan ja etäohjaajan tukena verkko-oppimisympäristössä,82,2,02 Esi- ja perusopetus
1242,82Seinäjoen kaupunkiAikatauluihin joustoa,82,2,02 Esi- ja perusopetus
1243,82Helsingin Uusi yhteiskoulu oyDesing-ajattelusta ongelmanratkaisuun,82,2,02 Esi- ja perusopetus
1244,"82Turun kaupunki, sivistystoimiala, lukiokoulutus24/7 Monitoimiareena",82,2,02 Esi- ja perusopetus
1245,82Lahden kaupunkiLYhtY - Lukion yhteisöllisyyttä joustavin yksilöllisin oppimispoluin,82,2,02 Esi- ja perusopetus
1246,82Tuusulan kuntaLaajennetut oppimisympäristöt lukiokoulutuksessa,82,2,02 Esi- ja perusopetus
1247,"82Sipoon kunta, sivistyspalvelutUnelmien oppimaisemaa rakentamassa",82,2,02 Esi- ja perusopetus
1248,82Vantaan kaupunkiLuovaa teknologiaa lukioihin,82,2,02 Esi- ja perusopetus
1249,"82Turun yliopisto, Kasvatustieteiden tiedekunta, Turun normaalikouluHacking the 6th wave - lukion yliopisto- ja yritysyhteistyö",82,2,02 Esi- ja perusopetus
1250,85Seinäjoen koulutuskuntayhtymäMinun maailmankansalaisuuspolkuni 3,85,4,04 Ammatillinen koulutus
1251,85Koulutuskeskus Salpaus -kuntayhtymäHuippulaadulla asiakaspalvelun ja palvelualojen taitajaksi,85,4,04 Ammatillinen koulutus
1252,"85Jokilaaksojen koulutuskuntayhtymä (1.1.2018 Koulutuskeskus Jedu, Ylivieska)Finland 100 in China",85,4,04 Ammatillinen koulutus
1253,85Kouvolan kaupunki/Kouvolan seudun ammattiopistoVerkostona Venäjälle,85,4,04 Ammatillinen koulutus
1254,85Keski-Uudenmaan koulutuskuntayhtymäAKKUNA - Ikkuna Venäjälle,85,4,04 Ammatillinen koulutus
1255,85Espoon seudun koulutuskuntayhtymä OmniaHANAKO International,85,4,04 Ammatillinen koulutus
1256,85Kajaanin kaupungin koulutusliikelaitos Kainuun ammattiopistoKanada-verkosto enhancing next practices,85,4,04 Ammatillinen koulutus
1257,85Helsinki Business College Oy / Suomen Liikemiesten KauppaopistoChiNet 2017-2018,85,4,04 Ammatillinen koulutus
1258,85Hengitysliitto ry/Ammattiopisto LuoviHenkilöstön kansainvälisyyspolku - merkkejä ja menestystä ,85,4,04 Ammatillinen koulutus
1259,85OSEKK / OSAO / FINPECPotkua kotikansainvälistymiseen ja FINVET.FI -sivusto,85,4,04 Ammatillinen koulutus
1260,85Raision seudun koulutuskuntayhtymäNew paths in ThaiGO cooperation ,85,4,04 Ammatillinen koulutus
1261,85Vantaan kaupunki/Vantaan ammattiopisto VariaKorea TechNet 3 - Automobile,85,4,04 Ammatillinen koulutus
1262,"85Oulun seudun koulutuskuntayhtymä, Oulun seudun ammattiopistoVET-Net in Persian Gulf Area",85,4,04 Ammatillinen koulutus
1263,85Vaasan kaupunki /VamiaEurooppalaiset opintopolut - kohti merkiittävää osaamista,85,4,04 Ammatillinen koulutus
1264,85Jyväskylän koulutuskuntayhtymäAmmatillisen koulutuksen Intia-tietouden syventäminen,85,4,04 Ammatillinen koulutus
1265,87Jyväskylän koulutuskuntayhtymäMarkkinointimateriaalia tutkintoviennin tueksi,87,4,04 Ammatillinen koulutus
1266,89Paltamon kuntaMesikämmen liikuttaa,89,1,01 Varhaiskasvatus
1267,89Posion kuntaEväitä elämään satupuutarhasta,89,1,01 Varhaiskasvatus
1268,89Sateenkaari Koto ryMultaa ja Mukuloita - ruoan ja ravinteiden kierto varhaiskasvatuksen opetuksessa,89,1,01 Varhaiskasvatus
1269,89Lahden kaupunkiMun päiväkoti - päijäthämäläiset lapset oppimisympäristöjen innovoijina,89,1,01 Varhaiskasvatus
1270,89Lapinlahden kuntaToiminnallinen varhaiskasvatus,89,1,01 Varhaiskasvatus
1271,89Liperin kuntaTeknologiaa ekosti-Ratkaisukeskeinen oppimisympäristö lasten ekososiaalisen kasvun tukena,89,1,01 Varhaiskasvatus
1272,89Vantaan varhaiskasvatusKokeellinen oppimisympäristö varhaiskasvatuksessa,89,1,01 Varhaiskasvatus
1273,"89Lappeenrannan kaupunki, Saimaan mediakeskusMolla goes Steam - Lumottu oppimisympäristö",89,1,01 Varhaiskasvatus
1274,89Pargas stadGäddan och gängets mobila Skärgårdskulturlabb,89,1,01 Varhaiskasvatus
1275,89Kronoby kommunInnovativ digilek,89,1,01 Varhaiskasvatus
1276,"89Kemin kaupunkiLiikkuen, leikkien iloisesti oppien",89,1,01 Varhaiskasvatus
1277,"89Turun kaupungin sivistystoimiala, varhaiskasvatusTallimäen päiväkodin oppimisympäristöjen kehittäminen",89,1,01 Varhaiskasvatus
1278,89Kaustisen kunta  InnoVasu2017,89,1,01 Varhaiskasvatus
1279,89Oriveden kaupunki / VarhaiskasvatusLasten omaehtoisen liikunnan ja pitkäkestoisen leikin vahvistaminen varhaiskasvatuksen toimintakulttuurissa ,89,1,01 Varhaiskasvatus
1280,89Barnavårdsförningen i Finland r.f.Lockande lärmiljö - projekt som uppmuntar till lek och utforskande på daghem,89,1,01 Varhaiskasvatus
1281,89Uudenkaupungin kaupunkiOppimisen elämyksiä Uudenkaupungin varhaiskasvatuksessa,89,1,01 Varhaiskasvatus
1282,"89Espoon kaupunki, suomenkielinen ja ruotsinkielinen varhaiskasvatusLiikkumaan ja leikkimään INNOstava oppimisympäristö",89,1,01 Varhaiskasvatus
1283,89Hattulan kuntaInnovatiivisten oppimisympäristöjen edistäminen varhaiskasvatuksessa 2017,89,1,01 Varhaiskasvatus
1284,"89Lohjan kaupunkiVirtaa varhaiskasvatukseen - tilat, osaaminen ja teknologia vastaamaan lapsen tarpeisiin",89,1,01 Varhaiskasvatus
1285,90Förlagsaktiebolaget OtavaB3 franska för gymnasiet (6 kurser),90,3,03 Toisen asteen koulutus
1286,"90Förlagsaktiebolaget OtavaDigiböcker, digiuppgifter och digitalt lärarmaterial till serien Titan fysik och kemi för åk 7–9.",90,3,03 Toisen asteen koulutus
1287,"90Schildts & SöderströmsGymnasiets Fysik, kurs 4",90,3,03 Toisen asteen koulutus
1288,"90Schildts & SöderströmsGymnasiets Historia, kurs 4",90,3,03 Toisen asteen koulutus
1289,"90Schildts & SöderströmsGymnasiets långa Matematik, kurs 7, kurs 8, kurs 9 och kurs 11",90,3,03 Toisen asteen koulutus
1290,90Förlagsaktiebolaget OtavaB3 tyska för gymnasiet (6 kurser),90,3,03 Toisen asteen koulutus
1291,"91Espoon kaupunki, Meritorin kouluKestävän kehityksen digipolku LUMA-koulussa",91,3,03 Toisen asteen koulutus
1292,91Imatran kaupunkiYhteisen kulttuurin uusi tulevaisuus - Den gemensamma kulturens nya framtid,91,3,03 Toisen asteen koulutus
1293,91Ikaalisten kaupunkiIkaalisten ja Parkanon Kiina-hanke,91,3,03 Toisen asteen koulutus
1294,"91Karleby stad/Karleby svenska gymnasiumNju ngiy dem - allons-y, let's go!",91,3,03 Toisen asteen koulutus
1295,"91Hartolan kunta, Hartolan YhtenäiskouluKamuiksi kaikille",91,3,03 Toisen asteen koulutus
1296,"91Helsingin kaupungin opetusvirasto, 1.6. Kasvatuksen ja koulutuksen toimialaYleissivistävän koulutuksen kansainvälisyyspäivät 2017",91,3,03 Toisen asteen koulutus
1297,91Espoon kaupunki / Pohjois-Tapiolan lukioTeknologia ja kansainvälinen tietotyö,91,3,03 Toisen asteen koulutus
1298,91Vantaan kaupunki/ SivistystoimiMe maailmassa ja maailma meissä - globaali- ja kansainvälisyyskasvatuksen strategia käytäntöön,91,3,03 Toisen asteen koulutus
1299,"91Siilinjärven kunta, Ahmon kouluSaamelainen ja savolainen - kulttuurit tutuiksi",91,3,03 Toisen asteen koulutus
1300,"91Seinäjoen kaupunki, Seinäjoen lyseoKestävää kehitystä Etelä-Pohjanmaalta Espanjaan (KeKeEE)",91,3,03 Toisen asteen koulutus
1301,91Helsingin Suomalainen YhteiskouluHumanismi ja kielet kunniaan,91,3,03 Toisen asteen koulutus
1302,"91Kuopion kaupunki, kasvun ja oppimisen palvelualuePeace flows, education grows; peer-mediating and learning communities as tools in global growth",91,3,03 Toisen asteen koulutus
1303,91Grankulla stads skolväsendeKehittyvän maan virtuaalitodellisuus,91,3,03 Toisen asteen koulutus
1304,91Porin kaupunkiYhdistävä Itämeri - Connected by the Baltic Sea,91,3,03 Toisen asteen koulutus
1305,91Mänttä-Vilppulan sivistystoimiKulttuurikasvatussalkku/Culture Bag,91,3,03 Toisen asteen koulutus
1306,91Lemin kuntaRajat ylittävää ystävyyttä,91,3,03 Toisen asteen koulutus
1307,"91Lappeenrannan kaupunki, kasvatus- ja opetustoimiKimpinen kohtaa Kiinan",91,3,03 Toisen asteen koulutus
1308,91Viitasaaren kaupunkiLuontomatkailua jälkiä jättämättä,91,3,03 Toisen asteen koulutus
1309,91Kokkolan kaupunkiMatkalle vuoteen 2030,91,3,03 Toisen asteen koulutus
1310,"91Joensuun kaupunki, Joensuun lyseon lukioPROChina - Partnership Responsibility Opportunity",91,3,03 Toisen asteen koulutus
1311,"91Keravan kaupunki, kasvatuksen ja opetuksen toimiala, Keravanjoen kouluYleissivistävän koulutuksen kansainvälistyminen, kansainvälistymisen kehittämishanke",91,3,03 Toisen asteen koulutus
1312,"91Lappeenrannan kaupunki, Lappeenrannan Lyseon lukioLappeenranta meets India: Global Earth",91,3,03 Toisen asteen koulutus
1313,"91Alavuden kaupunki, Alavuden yläkouluRuotsi, ruotsin kieli-ja kulttuuri naapurinamme",91,3,03 Toisen asteen koulutus
1314,91Vaasan kaupunki / Vaasan lyseon lukioLet´s get global,91,3,03 Toisen asteen koulutus
1315,"91Tampereen yliopiston normaalikouluMatkalla maailmankyliin,  arvot kohdallaan",91,3,03 Toisen asteen koulutus
1316,91Tampereen kaupunki/Lukiokoulutus/Hatanpään lukioWeQ Goes Populism,91,3,03 Toisen asteen koulutus
1317,91Savitaipaleen KuntaEnergiantuotantoon liittyvät ratkaisut Suomessa ja Venäjällä ( Clean and Green technology) ,91,3,03 Toisen asteen koulutus
1318,91Salon kaupunkiGlobal Classroom,91,3,03 Toisen asteen koulutus
1319,91Alavuden kaupunkiAlavuden lukion monitieteinen kansainvälistymishanke osana 	teemaopintokokonaisuuksien kehittämistä.,91,3,03 Toisen asteen koulutus
1320,91Raudaskylän Kristillinen Opisto ryKOMPASSI - yhdessä yhdenvertaisina,91,3,03 Toisen asteen koulutus
1321,91Oulun kaupunkiKiina ja kiinaa,91,3,03 Toisen asteen koulutus
1322,91Nakkilan kuntaBetter Me - Better Nakkila - Better world,91,3,03 Toisen asteen koulutus
1323,91Lahden kaupunkiOppilas osaksi maailmaa,91,3,03 Toisen asteen koulutus
1324,"91Konneveden kuntaVirtual Friends In Clouds, Oppilasyhteistyö virtuaaliluokissa",91,3,03 Toisen asteen koulutus
1325,"91Haapajärven kaupunkiYTE III - elävät koulut: osallistaminen kestävään kehitykseen paikallisesti, alueellisesti ja kansainvälisesti",91,3,03 Toisen asteen koulutus
1326,91Lieksan kaupunkiGlobeFirst -hanke,91,3,03 Toisen asteen koulutus
1327,"91Helsingin kaupunki, kasvatuksen ja koulutuksen toimialaKestävän kehityksen digitaaliset oppimisympäristöt maailmankansalaisuutta tukemassa",91,3,03 Toisen asteen koulutus
1328,"91Tampereen kaupunki, kasvatus- ja opetuspalvelutKestävän tulevaisuudenrakentaminen Tampereella",91,3,03 Toisen asteen koulutus
1329,"91Turun yliopisto, Kasvatustieteiden tiedekunta, Turun normaalikouluYK++ - Ympäristötietoisuutta, harvinaisia kieliä ja rakentavaa kansalaisaktiivisuutta ",91,3,03 Toisen asteen koulutus
1330,91Kuopion kaupunkiKansainvälisyyskasvatus ja ystävyyskoulutoiminta laaja-alaisen osaamisen ja toimintakulttuurin tukena,91,3,03 Toisen asteen koulutus
1331,"91Virtain kaupunkiVirrat-Kirchberg, kansainvälistä yhteistyötä vuodesta 2011",91,3,03 Toisen asteen koulutus
1332,91Limingan kuntaLimingan lukion kielivaranto ja kulttuurikasvatus kukoistukseen!,91,3,03 Toisen asteen koulutus
1333,92Oriveden kaupunkiGLOPS (IV),92,3,03 Toisen asteen koulutus
1334,92Espoon kaupunkiLe zhi - iloitse kiinan kielen opiskelusta!,92,3,03 Toisen asteen koulutus
1335,92Kuopion kaupunki/Kasvun ja oppimisen palvelualue/Lukiokoulutus/NEST-keskusLukioiden alueellisen ja kansallisen kv-hankeverkoston luominen ja osaamisen kehittäminen,92,3,03 Toisen asteen koulutus
1336,92Nurmijärven kuntaIppo - japania lukiossa ja peruskoulussa,92,3,03 Toisen asteen koulutus
1337,92Karleby stad/BildningscentralenKoordinering av svenskspråkiga internationaliseringsprojekt,92,3,03 Toisen asteen koulutus
1338,95Enontekiön kuntaValtionavustukset kielikylpytoiminnan laajentamiseen,95,2,02 Esi- ja perusopetus
1339,95Suomalainen koulutusyhdistys ryKielet käyttöön Moskovassa,95,2,02 Esi- ja perusopetus
