unique,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys
"28Vantaan kaupunki, perusopetusKäsityön innovatiiviset oppimisympäristöt Vantaan perusopetuksessa",36321.0,22186.0,0.0,6751.0,428.0,0.0,11992.0,0.0,0.0,0.0,0.0,77678.0,0.0,0.0,0.0,0.0,0.0,0.0,-77678.0,68.1910622174225
28Itä-Suomen yliopisto/Savonlinnan normaalikouluKoulu360,10622.0,0.0,0.0,0.0,3524.0,537.0,9236.0,0.0,0.0,0.0,0.0,23919.0,0.0,0.0,0.0,4783.0,0.0,4783.0,-19136.0,71.33018161269392
28Helsingin kaupungin opetusvirastoPersonoitu Oppimisprosessisuunnitelma (POPS) –  Lukion pedagogisen toimintakulttuurin muuttaminen aidosti opiskelijalähtöiseksi,75944.0,0.0,0.0,7569.0,1480.0,28320.0,0.0,0.0,0.0,0.0,0.0,113313.0,0.0,0.0,0.0,0.0,0.0,0.0,-113313.0,78.81490126443656
28Rautalammin kunta/ Rautalammin lukioSisä-Savon lukioden yhteinen tietekniikkahanke,8023.0,2004.0,0.0,1482.0,1288.0,0.0,7647.0,0.0,0.0,0.0,0.0,20444.0,20000.0,0.0,0.0,0.0,0.0,20000.0,-444.0,76.04791802990128
28Raseborgs stadMAKE: Making som ett ämnesövergripande tema i den finländska skolan,20836.0,1060.0,0.0,15000.0,3255.0,0.0,29876.0,0.0,0.0,0.0,0.0,70027.0,56022.0,0.0,0.0,0.0,0.0,56022.0,-14005.0,46.02665850336297
28Rovaniemen kaupunki / koulupalvelukeskusLukiot liikkeelle,31527.0,0.0,0.0,2700.0,2566.0,0.0,8933.0,0.0,0.0,0.0,0.0,45726.0,0.0,0.0,0.0,0.0,0.0,0.0,-45726.0,77.57699083173227
28Lappeenrannan kaupunki/ Saimaan mediakeskusYksilöllistä polkua eteenpäin,50124.0,498.0,97.0,4038.0,3319.0,2919.0,4006.0,0.0,0.0,0.0,0.0,65001.0,0.0,0.0,0.0,0.0,0.0,0.0,-65001.0,79.23534238095543
29Mikkelin kaupunki / sivistystoimiDigiloikka esiopetusta antavissa päiväkodeissa,0.0,0.0,0.0,0.0,0.0,0.0,26115.0,0.0,0.0,0.0,0.0,26115.0,0.0,0.0,0.0,0.0,0.0,0.0,-26115.0,59.38566063537828
29Tyrnävän kuntaVerkot kuntoon,2994.0,0.0,0.0,7339.0,0.0,2325.0,34088.0,0.0,0.0,0.0,0.0,46746.0,0.0,0.0,0.0,0.0,0.0,0.0,-46746.0,46.225818016149375
29Uudenkaupungin kaupunkiEsi - ja perusopetuksen tiet overkkojen hankinnat,2042.0,0.0,0.0,0.0,0.0,0.0,40017.0,0.0,0.0,0.0,0.0,42059.0,0.0,0.0,0.0,0.0,0.0,0.0,-42059.0,44.148784692366945
29Siuntion kuntaSiuntion verkot,1846.0,0.0,0.0,0.0,92.0,0.0,40558.0,0.0,0.0,0.0,0.0,42496.0,0.0,0.0,0.0,0.0,0.0,0.0,-42496.0,44.05782574592779
29Simon kuntaDigitalisaatio lähikouluperiaatteen turvana,0.0,0.0,0.0,5341.0,0.0,0.0,1492.0,0.0,0.0,0.0,0.0,6833.0,0.0,0.0,0.0,0.0,0.0,0.0,-6833.0,79.06853102714615
